version,size_bytes,trial,iterations,elapsed_ns,ns_per_call,mb_per_second,checksum
original_full_nat,16384,5,32,72428583,2263393.218750,7.238689,2938817658696628752
uint64_limbs,16384,5,32,77044542,2407641.937500,6.804999,2938817658696628752
word_blocks,16384,5,2048,71956166,35134.846680,466.317675,12105518801831101440
machine_list,16384,5,2048,61618709,30087.260254,544.549416,12105518801831101440
machine_array,16384,5,4096,56962542,13906.870605,1178.122704,3471461984659638272
machine_array,16384,6,4096,56994292,13914.622070,1177.466403,3471461984659638272
machine_list,16384,6,2048,56772625,27721.008301,591.031893,12105518801831101440
word_blocks,16384,6,2048,66408417,32425.984863,505.273782,12105518801831101440
uint64_limbs,16384,6,32,78929750,2466554.687500,6.642464,2938817658696628752
original_full_nat,16384,6,32,72516792,2266149.750000,7.229884,2938817658696628752
original_full_nat,16384,7,32,72596208,2268631.500000,7.221975,2938817658696628752
uint64_limbs,16384,7,32,81997125,2562410.156250,6.393980,2938817658696628752
word_blocks,16384,7,2048,66614792,32526.753906,503.708426,12105518801831101440
machine_list,16384,7,2048,54547833,26634.684082,615.137764,12105518801831101440
machine_array,16384,7,4096,56665833,13834.431885,1184.291494,3471461984659638272
machine_array,16384,8,4096,56716833,13846.883057,1183.226574,3471461984659638272
machine_list,16384,8,2048,60119708,29355.326172,558.126996,12105518801831101440
word_blocks,16384,8,2048,68447084,33421.427734,490.224419,12105518801831101440
uint64_limbs,16384,8,32,79347584,2479612.000000,6.607485,2938817658696628752
original_full_nat,16384,8,32,74414291,2325446.593750,7.045528,2938817658696628752
original_full_nat,16384,9,32,74035000,2313593.750000,7.081624,2938817658696628752
uint64_limbs,16384,9,32,78519250,2453726.562500,6.677191,2938817658696628752
word_blocks,16384,9,2048,70202666,34278.645508,477.965210,12105518801831101440
machine_list,16384,9,2048,60013542,29303.487305,559.114341,12105518801831101440
machine_array,16384,9,4096,56885541,13888.071533,1179.717426,3471461984659638272
