version,size_bytes,trial,iterations,elapsed_ns,ns_per_call,mb_per_second,checksum
uint64_limbs,1024,8,256,40007750,156280.273438,6.552330,5469037453344759424
original_full_nat,1024,8,512,74851583,146194.498047,7.004368,15505493439845481728
original_full_nat,1024,9,512,74802333,146098.306641,7.008979,15505493439845481728
uint64_limbs,1024,9,256,40244666,157205.726562,6.513758,5469037453344759424
word_blocks,1024,9,8192,57065375,6965.988159,146.999963,722304732373962752
machine_list,1024,9,16384,31864250,1944.839478,526.521603,9144892799671836672
machine_array,1024,9,16384,16994042,1037.234009,987.241058,9144892799671836672
original_full_nat,4096,1,128,70805125,553165.039062,7.404662,689248347845020736
uint64_limbs,4096,1,128,75927750,593185.546875,6.905091,689248347845020736
word_blocks,4096,1,4096,50419958,12309.560059,332.749504,4612679347921848320
machine_list,4096,1,8192,59235208,7230.860352,566.460947,11022003190908522496
machine_array,4096,1,16384,58224875,3553.764343,1152.580645,14234499202467373056
machine_array,4096,2,16384,59827916,3651.606201,1121.698172,14234499202467373056
machine_list,4096,2,8192,60168583,7344.797729,557.673628,11022003190908522496
word_blocks,4096,2,4096,49750792,12146.189453,337.225104,4612679347921848320
uint64_limbs,4096,2,128,77717750,607169.921875,6.746052,689248347845020736
original_full_nat,4096,2,128,72843708,569091.468750,7.197437,689248347845020736
original_full_nat,4096,3,128,73521625,574387.695312,7.131072,689248347845020736
uint64_limbs,4096,3,128,78277167,611540.367188,6.697841,689248347845020736
word_blocks,4096,3,4096,52725416,12872.416016,318.199784,4612679347921848320
machine_list,4096,3,8192,64124584,7827.708008,523.269391,11022003190908522496
machine_array,4096,3,16384,57920667,3535.196960,1158.634171,14234499202467373056
machine_array,4096,4,16384,57941000,3536.437988,1158.227576,14234499202467373056
machine_list,4096,4,8192,58132167,7096.211792,577.209379,11022003190908522496
word_blocks,4096,4,4096,49925375,12188.812256,336.045868,4612679347921848320
uint64_limbs,4096,4,128,78962875,616897.460938,6.639677,689248347845020736
original_full_nat,4096,4,128,73260750,572349.609375,7.156465,689248347845020736
original_full_nat,4096,5,128,72548166,566782.546875,7.226757,689248347845020736
uint64_limbs,4096,5,128,76562292,598142.906250,6.847862,689248347845020736
word_blocks,4096,5,4096,49337792,12045.359375,340.047970,4612679347921848320
machine_list,4096,5,8192,57839500,7060.485840,580.130050,11022003190908522496
machine_array,4096,5,16384,57845708,3530.621826,1160.135580,14234499202467373056
machine_array,4096,6,16384,57872208,3532.239258,1159.604348,14234499202467373056
machine_list,4096,6,8192,58873958,7186.762451,569.936745,11022003190908522496
word_blocks,4096,6,4096,49619291,12114.084717,338.118818,4612679347921848320
uint64_limbs,4096,6,128,77259292,603588.218750,6.786083,689248347845020736
original_full_nat,4096,6,128,71839750,561248.046875,7.298021,689248347845020736
original_full_nat,4096,7,128,72079750,563123.046875,7.273721,689248347845020736
uint64_limbs,4096,7,128,80450208,628517.250000,6.516925,689248347845020736
word_blocks,4096,7,4096,51723791,12627.878662,324.361685,4612679347921848320
machine_list,4096,7,8192,62591458,7640.558838,536.086442,11022003190908522496
machine_array,4096,7,16384,59587250,3636.917114,1126.228581,14234499202467373056
machine_array,4096,8,16384,58958750,3598.556519,1138.234172,14234499202467373056
machine_list,4096,8,8192,60223583,7351.511597,557.164325,11022003190908522496
word_blocks,4096,8,4096,50595084,12352.315430,331.597750,4612679347921848320
uint64_limbs,4096,8,128,78603542,614090.171875,6.670030,689248347845020736
original_full_nat,4096,8,128,73592167,574938.804688,7.124236,689248347845020736
original_full_nat,4096,9,128,73753583,576199.867188,7.108644,689248347845020736
